"Year","Duration","Rating","Review","Budget","Collection","Drama","Crime","Action","Biography","History","Adventure","Western","Romance","Sci-Fi","Fantasy","Mystery","Family","Thriller","War","Comedy","Animation","Music","Horror","Film-Noir","Musical","Sport","Net_income","Profitable","Duration_z-score","Rating_z-score","Review_z-score","Budget_z-score","Collection_z-score","Net_income_z-score"
2001,122,8.3,793000,10000000,174918249,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0",164918249,"1",-0.270778960485846,-0.0489621661689943,0.177186838737443,-0.485539716465127,0.138835604095377,0.242326423959975
1987,116,8.3,789000,30000000,41753783,"1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",11753783,"0",-0.471355968253139,-0.0489621661689943,0.17001531492891,0.216352414964718,-0.612547956034478,-0.723214936251545
1995,170,8.3,718000,60000000,187436818,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",127436818,"1",1.3338371016525,-0.0489621661689943,0.0427207673274356,1.26919061210949,0.209471917411508,0.00604530200304396
1971,136,8.3,880000,2200000,27023100,"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",24823100,"1",0.197234057637838,-0.0489621661689943,0.333167481573053,-0.759277647722767,-0.695666173440046,-0.640826596170004
2009,96,8.3,1100000,45000000,521320168,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0",476320168,"1",-1.13994599414412,-0.0489621661689943,0.727601291042409,0.742771513537102,2.09341639394388,2.20538900822634
1962,129,8.3,332000,2000000,599146,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",-1400854,"0",-0.0367724514240036,-0.0489621661689943,-0.649331280196072,-0.766296569037065,-0.844763941227645,-0.806141129472293
1973,129,8.3,279000,5500000,156000000,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",150500000,"1",-0.0367724514240036,-0.0489621661689943,-0.744353970659144,-0.643465446036842,0.0320889492855042,0.15143448201746
2011,123,8.3,258000,500000,22926076,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",22426076,"1",-0.237349459191297,-0.0489621661689943,-0.782004470653946,-0.818938478894304,-0.718783725528285,-0.655937319132468
1989,127,8.2,810000,48000000,474171806,"0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",426171806,"1",-0.103631454013101,-0.471049805556897,0.207665814923712,0.848055333251579,1.82738067767516,1.88925616800307
1988,132,8.2,943000,28000000,143651650,"0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",115651650,"1",0.063516052459643,-0.471049805556897,0.446118981557459,0.146163201821734,-0.0375868994107201,-0.0682478251054413
1927,153,8.3,185000,10800,1349711,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1338911,"1",0.765535579645169,-0.0489621661689943,-0.912884780159687,-0.836106760429078,-0.840528860963749,-0.788869783879903
2007,162,8.3,206000,2000000,21897373,"1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",19897373,"1",1.06640109129611,-0.0489621661689943,-0.875234280164885,-0.766296569037065,-0.724588205850057,-0.671878140120222
2020,160,8.3,113000,13000000,21897373,"1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",8897373,"0",0.999542088707011,-0.0489621661689943,-1.04197220871329,-0.38025589675065,-0.724588205850057,-0.741221606262863
2000,104,8.2,909000,7560000,83557872,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",75997872,"1",-0.872509983787725,-0.471049805556897,0.385161029184922,-0.571170556499568,-0.376667423003953,-0.318223317120969
1997,138,8.2,617000,35000000,126216940,"1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",91216940,"1",0.264093060226936,-0.471049805556897,-0.138360208838042,0.391825447822179,-0.135962651314622,-0.222283051068192
2019,119,8.2,673000,95000000,384580017,"1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",289580017,"1",-0.371067464369492,-0.471049805556897,-0.0379588755185692,2.49750184211172,1.32185694901603,1.02818815928632
1948,89,8.3,175000,133000,450159,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",317159,"1",-1.37395250320596,-0.0489621661689943,-0.930813589681022,-0.831818199506041,-0.845604603799543,-0.795310858899737
1976,114,8.2,918000,1300000,28579636,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",27279636,"1",-0.538214970842236,-0.471049805556897,0.401296957754123,-0.79086279363711,-0.686883383283772,-0.625340712447806
2004,156,8.2,375000,14580000,92181574,"1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",77601574,"1",0.865824083528816,-0.471049805556897,-0.572237399254334,-0.324806418367693,-0.328007986257073,-0.308113657544616
2016,161,8.3,210000,8400000,303723636,"1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",295323636,"1",1.03297159000156,-0.0489621661689943,-0.868062756356351,-0.541691086979515,0.865622960776279,1.0643956547102
1959,132,8.2,274000,600000,15000000,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",14400000,"1",0.063516052459643,-0.471049805556897,-0.753318375419811,-0.815429018237155,-0.763506791535547,-0.706533312711037
2005,140,8.2,1600000,70000000,375325692,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",305325692,"1",0.330952062816034,-0.471049805556897,1.62404176710913,1.62013667782441,1.26963920749706,1.12744813030955
2013,180,8.2,1600000,100000000,407039432,"0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",307039432,"1",1.66813211459799,-0.471049805556897,1.62404176710913,2.67297487496918,1.44858471437299,1.13825146409749
1959,121,8.2,283000,2883848,200234,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0",-2683614,"0",-0.304208461780394,-0.471049805556897,-0.73718244685061,-0.735278271208065,-0.847014811356456,-0.81422758625676
2018,130,8.2,568000,23000000,321752656,"1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",298752656,"1",-0.0033429501294547,-0.471049805556897,-0.22621137549258,-0.0293098310357278,0.967352120515127,1.08601203037133
1921,68,8.2,135000,250000,41979,"1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",-208021,"0",-2.07597203039148,-0.471049805556897,-1.00252882776636,-0.827712130537177,-0.847907768831375,-0.798621568131445
2020,97,8.2,192000,6000000,24048935,"1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",18048935,"1",-1.10651649284957,-0.471049805556897,-0.900334613494753,-0.625918142751096,-0.71244796781238,-0.683530603562928
1961,179,8.3,85000,3000000,12180,"1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",-2987820,"0",1.63470261330344,-0.0489621661689943,-1.09217287537303,-0.731201962465573,-0.848075910373792,-0.816145286116886
1950,138,8.2,139000,1400000,152366,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",-1247634,"0",0.264093060226936,-0.471049805556897,-0.995357303957826,-0.787353332979961,-0.84728490764668,-0.805175238028441
1998,103,8.2,1200000,60000000,264118712,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",204118712,"1",-0.905939485082274,-0.471049805556897,0.906889386255753,1.26919061210949,0.642151266805063,0.489444240216008
2022,130,8.2,692000,40000000,122127446,"1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",82127446,"1",-0.0033429501294547,-0.471049805556897,-0.00389413742803383,0.567298480679641,-0.159037715204787,-0.279582780108441
2010,138,8.2,1500000,80000000,294850027,"1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",214850027,"1",0.264093060226936,-0.471049805556897,1.44475367189578,1.97108274353933,0.815553418037901,0.5570939291586
2007,158,8.2,640000,25000000,76186224,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",51186224,"1",0.932683086117914,-0.471049805556897,-0.0971239469389727,0.0408793821072568,-0.418262116277939,-0.474634741941981
1995,178,8.2,563000,52000000,116112375,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",64112375,"1",1.60127311200889,-0.471049805556897,-0.235175780253247,0.988433759537548,-0.192977891575966,-0.393148913376239
1985,160,8.2,136000,11500000,4166319,"1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",-7333681,"0",0.999542088707011,-0.471049805556897,-1.00073594681423,-0.432897806607889,-0.824636085585291,-0.843541382945443
1993,127,8.2,1100000,63000000,264118712,"0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",201118712,"1",-0.103631454013101,-0.471049805556897,0.727601291042409,1.37447443182396,0.642151266805063,0.470532385813469
1999,107,8.2,1000000,40000000,672806432,"1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",632806432,"1",-0.772221479904079,-0.471049805556897,0.548313195829065,0.567298480679641,2.94818112040695,3.19187082181474
2006,118,8.2,702000,19000000,83863565,"1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0",64863565,"1",-0.404496965664041,-0.471049805556897,0.0140346720933006,-0.169688257321697,-0.374942543225238,-0.388413448073358
1992,130,8.2,435000,14400000,159167799,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",144767799,"1",-0.0033429501294547,-0.471049805556897,-0.464664542126328,-0.331123447550561,0.0499633279534275,0.115298965111431
2007,122,8.2,1100000,25000000,171632777,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",146632777,"1",-0.270778960485846,-0.471049805556897,0.727601291042409,0.0408793821072568,0.120297252820293,0.12705569591141
2001,135,8.2,985000,58000000,316791257,"1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",258791257,"1",0.16380455634329,-0.471049805556897,0.521419981547064,1.1990013989665,0.939357312622121,0.834097310501419
1982,109,8.2,465000,15000000,19872469,"0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0",4872469,"0",-0.705362477314981,-0.471049805556897,-0.410878113562324,-0.310066683607666,-0.736013773211557,-0.766594405740261
1948,126,8.2,132000,3000000,5014000,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014000,"0",-0.13706095530765,-0.471049805556897,-1.00790747062276,-0.731201962465573,-0.819853026059228,-0.784614055587651
2003,111,8.2,1200000,30000000,180908413,"0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",150908413,"1",-0.638503474725883,-0.471049805556897,0.906889386255753,0.216352414964718,0.17263524214658,0.154009097748161
1961,110,8.2,131000,1209600,46808,"1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-1162792,"0",-0.671932976020432,-0.471049805556897,-1.00970035157489,-0.794035346071173,-0.847880521087883,-0.804640398178034
1975,91,8.2,569000,289264,2812669,"0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0",2523405,"1",-1.30709350061686,-0.471049805556897,-0.224418494540447,-0.826334175904754,-0.832274086823322,-0.781402791190343
1963,172,8.2,258000,4000000,230637,"1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-3769363,"0",1.4006961042416,-0.471049805556897,-0.782004470653946,-0.696107355894081,-0.846843261730157,-0.821072095258661
2003,100,8.2,1100000,94000000,294850027,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0",200850027,"1",-1.00622798896592,-0.471049805556897,0.727601291042409,2.46240723554022,0.815553418037901,0.46883860861342
1950,88,8.2,180000,250000,117668,"1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",-132332,"0",-1.40738200450051,-0.471049805556897,-0.921849184920355,-0.827712130537177,-0.847480691909198,-0.798144428348821
2013,153,8.2,807000,46000000,122127446,"1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",76127446,"1",0.765535579645169,-0.471049805556897,0.202287172067312,0.777866120108594,-0.159037715204787,-0.317406488913518
2004,119,8.2,448000,24000000,237728734,"0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0",213728734,"1",-0.371067464369492,-0.471049805556897,-0.441357089748593,0.00578477553576449,0.493245209378388,0.550025352505738
1980,124,8.2,258000,5000000,26028672,"1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",21028672,"1",-0.203919957896748,-0.471049805556897,-0.782004470653946,-0.661012749322589,-0.701277256286523,-0.664746486128976
1974,130,8.1,349000,6000000,29229859,"1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",23229859,"1",-0.0033429501294547,-0.893137444944792,-0.618852304009803,-0.625918142751096,-0.683214485061192,-0.650870310110056
1954,105,8.2,188000,1400000,43308,"0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-1356692,"0",-0.839080482493176,-0.471049805556897,-0.907506137303287,-0.787353332979961,-0.847900269918329,-0.805862734367585
1939,238,8.2,334000,3977000,402382193,"1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0",398405193,"1",3.60704318968182,-0.471049805556897,-0.645745518291805,-0.696914531845225,1.42230613627097,1.71421678723386
2005,132,8.2,1200000,54000000,134686457,"1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",80686457,"1",0.063516052459643,-0.471049805556897,0.906889386255753,1.05862297268053,-0.0881732069741151,-0.288666704829661
1998,107,8.1,615000,1209600,3753929,"0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",2544329,"1",-0.772221479904079,-0.893137444944792,-0.141945970742309,-0.794035346071173,-0.826963005638888,-0.781270887309837
2009,129,8.2,222000,2000000,35079650,"1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",33079650,"1",-0.0367724514240036,-0.471049805556897,-0.84654818493075,-0.766296569037065,-0.650206904888898,-0.588777705680911
2015,95,8.1,783000,40000000,494879860,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0",454879860,"1",-1.17337549543866,-0.893137444944792,0.159258029216109,0.567298480679641,1.94422634833539,2.07023034714581
1980,129,8.1,379000,18000000,23406933,"1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",5406933,"0",-0.0367724514240036,-0.893137444944792,-0.5650658754458,-0.204782863893189,-0.716070478853505,-0.763225170623128
2017,115,8.1,554000,15000000,162729321,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",147729321,"1",-0.504785469547688,-0.893137444944792,-0.251311708822448,-0.310066683607666,0.0700592976983954,0.133968256069403
1996,93,8.1,725000,1890000,16787952,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",14897952,"1",-1.24023449802776,-0.893137444944792,0.0552709339923697,-0.770156975759929,-0.753418231280281,-0.703394247469886
1957,161,8.1,233000,3000000,27200463,"1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",24200463,"1",1.03297159000156,-0.893137444944792,-0.826826494457282,-0.731201962465573,-0.694665398635938,-0.644751669599882
2021,148,8.2,876000,25000000,187734091,"0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",162734091,"1",0.598388073172425,-0.471049805556897,0.325995957764519,0.0408793821072568,0.211149287146693,0.228557597930595
1996,98,8.1,725000,7000000,60611975,"0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",53611975,"1",-1.07308699155502,-0.893137444944792,0.0552709339923697,-0.590823536179604,-0.506140174227488,-0.459342925365711
2019,96,8.2,189000,40000000,24048935,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0",-15951065,"0",-1.13994599414412,-0.471049805556897,-0.905713256351154,0.567298480679641,-0.71244796781238,-0.897864953458365
2002,141,8.1,1100000,52000000,352114312,"1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",300114312,"1",0.364381564110583,-0.893137444944792,0.727601291042409,0.988433759537548,1.13866846234402,1.09459584371078
2011,140,8.1,497000,25000000,23308615,"1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",-1691385,"0",0.330952062816034,-0.893137444944792,-0.353505923094054,0.0408793821072568,-0.716625240428299,-0.807972622796101
2023,124,8.3,48000,15000000,114809252,"1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",99809252,"1",-0.203919957896748,-0.0489621661689943,-1.15850947060197,-0.310066683607666,-0.200330793055157,-0.168117533226464
2008,116,8.1,814000,33000000,269958228,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",236958228,"1",-0.471355968253139,-0.893137444944792,0.214837338732246,0.321636234679195,0.67510087005369,0.696462955296619
1988,86,8.1,379000,3700000,15854926,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0",12154926,"1",-1.4742410070896,-0.893137444944792,-0.5650658754458,-0.706635737865528,-0.75868285193046,-0.720686150248012
2004,132,8.1,721000,30000000,216763646,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",186763646,"1",0.063516052459643,-0.893137444944792,0.0480994101838359,0.216352414964718,0.374949218465349,0.380038746436525
2011,130,8.1,946000,63000000,352114312,"0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0",289114312,"1",-0.0033429501294547,-0.893137444944792,0.45149762441386,1.37447443182396,1.13866846234402,1.02525237756814
1997,89,8.2,81000,180000,933933,"1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1",753933,"1",-1.37395250320596,-0.471049805556897,-1.09934439918157,-0.830168752997181,-0.842874897885217,-0.792557456801466
2013,134,8.1,740000,20000000,187734091,"1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",167734091,"1",0.130375055048741,-0.893137444944792,0.0821641482743712,-0.134593650750205,0.211149287146693,0.260077355268159
1982,117,8.1,822000,28000000,41753783,"1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",13753783,"0",-0.43792646695859,-0.893137444944792,0.229180386349313,0.146163201821734,-0.612547956034478,-0.710607033316519
1995,101,8.1,339000,2500000,5992863,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3492863,"1",-0.972798487671372,-0.893137444944792,-0.636781113531138,-0.748749265751319,-0.814329769083006,-0.775291375008551
1959,212,8.1,253000,15000000,74437981,"1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",59437981,"1",2.73787615602355,-0.893137444944792,-0.790968875414613,-0.310066683607666,-0.428126617588011,-0.422616066292272
2014,99,8.1,885000,25000000,269958228,"0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",244958228,"1",-1.03965749026047,-0.893137444944792,0.34213188633372,0.0408793821072568,0.67510087005369,0.746894567036721
1975,185,8.1,183000,11000000,260131,"1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",-10739869,"0",1.83527962107073,-0.893137444944792,-0.916470542063954,-0.450445109893635,-0.846676841157251,-0.865013826786668
2014,149,8.1,1100000,61000000,369330536,"1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",308330536,"1",0.631817574466974,-0.893137444944792,0.727601291042409,1.30428521868098,1.23581140197112,1.146390521053
2016,139,8.1,592000,40000000,180563636,"1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",140563636,"1",0.297522561521485,-0.893137444944792,-0.183182232641378,0.567298480679641,0.170689829999537,0.0887961255979178
1925,95,8.1,118000,923000,31490,"1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-891510,"0",-1.17337549543866,-0.893137444944792,-1.03300780395263,-0.804093460314563,-0.84796695325496,-0.802930249616024
1993,133,8.1,187000,13000000,65796862,"1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",52796862,"1",0.0969455537541919,-0.893137444944792,-0.90929901825542,-0.38025589675065,-0.476884330157712,-0.464481358158249
2003,131,8.1,215000,2800000,1208481,"1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",-1591519,"0",0.0300865511650942,-0.893137444944792,-0.859098351595684,-0.738220883779872,-0.841325754484856,-0.807343072378847
1989,128,8.1,544000,16400000,235860116,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",219460116,"1",-0.0702019527185524,-0.893137444944792,-0.269240518343783,-0.260934234407577,0.482701489364051,0.586155706475515
1954,108,8.1,165000,910000,311212,"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-598788,"0",-0.73879197860953,-0.893137444944792,-0.948742399202356,-0.804549690199992,-0.846388615440677,-0.801084944334551
1926,78,8.1,98000,750000,612,"0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-749388,"0",-1.741677017446,-0.893137444944792,-1.0688654229953,-0.810164827251431,-0.848141183079677,-0.802034319425558
1978,183,8.1,362000,15000000,49080126,"1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",34080126,"1",1.76842061848164,-0.893137444944792,-0.595544851632069,-0.310066683607666,-0.571208897264307,-0.5824707535325
2014,122,8.1,216000,3300000,31478893,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",28178893,"1",-0.270778960485846,-0.893137444944792,-0.857305470643551,-0.720673580494125,-0.670524259023165,-0.619671839962985
2015,120,8.1,1100000,61000000,380418444,"0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",319418444,"1",-0.337637963074943,-0.893137444944792,0.727601291042409,1.30428521868098,1.29837517771166,1.21628815496124
2001,92,8.1,977000,40000000,579723768,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0",539723768,"1",-1.27366399932231,-0.893137444944792,0.507076933929996,0.567298480679641,2.42296004932414,2.60508222549193
1924,45,8.2,57000,325000,399,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0",-324601,"0",-2.84485056016611,-0.471049805556897,-1.14237354203277,-0.825080035044315,-0.848142384937073,-0.799356482793528
1949,104,8.1,182000,1400000,1233079,"0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0",-166921,"0",-0.872509983787725,-0.893137444944792,-0.918263423016088,-0.787353332979961,-0.841186959704482,-0.798362475726131
1957,91,8.1,115000,800000,60418,"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",-739582,"0",-1.30709350061686,-0.893137444944792,-1.03838644680903,-0.808410096922856,-0.847803726350063,-0.801972502877468
1953,131,8.2,66000,1400000,1098,"1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-1398902,"0",0.0300865511650942,-0.471049805556897,-1.12623761346357,-0.787353332979961,-0.848138440813507,-0.806128824159029
1975,124,8.1,658000,7000000,477220580,"0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",470220580,"1",-0.203919957896748,-0.893137444944792,-0.0648520898005708,-0.590823536179604,1.84458345504485,2.16693750150251
2010,98,8.1,798000,48000000,494879860,"0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",446879860,"1",-1.07308699155502,-0.893137444944792,0.186151243498111,0.848055333251579,1.94422634833539,2.01979873540571
2009,92,8.1,187000,5438400,1740625,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0",-3697775,"0",-1.27366399932231,-0.893137444944792,-0.90929901825542,-0.645627273801646,-0.838323119733767,-0.820620807981004
1939,129,8.1,121000,1900000,145941,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-1754059,"0",-0.0367724514240036,-0.893137444944792,-1.02762916109623,-0.769806029694215,-0.847321160856856,-0.808367716650376
2007,111,8.1,822000,40000000,623728318,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0",583728318,"1",-0.638503474725883,-0.893137444944792,0.229180386349313,0.567298480679641,2.67125673412376,2.88248477304168
2019,152,8.1,471000,97600000,225508210,"1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",127908210,"1",0.73210607835062,-0.893137444944792,-0.400120827849524,2.5887478191976,0.424290621825186,0.00901693429321777
1998,117,8.1,859000,15000000,48066229,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",33066229,"1",-0.43792646695859,-0.893137444944792,0.29551698157825,-0.310066683607666,-0.57692983439077,-0.588862311013557
1953,136,8.1,68000,1288000,88647,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",-1199353,"0",0.197234057637838,-0.893137444944792,-1.1226518515593,-0.791283928915968,-0.847644443568733,-0.804870876947638
1957,96,8.1,198000,150000,311212,"1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",161212,"1",-1.13994599414412,-0.893137444944792,-0.889577327781953,-0.831221591194326,-0.846388615440677,-0.796293941219241
2015,118,8.1,449000,13000000,33882243,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",20882243,"1",-0.404496965664041,-0.893137444944792,-0.439564208796459,-0.38025589675065,-0.656963301408255,-0.665669567438412
1976,120,8.1,627000,960000,117251948,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",116291948,"1",-0.337637963074943,-0.893137444944792,-0.120431399316707,-0.802794959871417,-0.186547824730897,-0.0642114175886958
2017,137,8.1,829000,97000000,619180476,"1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",522180476,"1",0.230663558932387,-0.893137444944792,0.241730553014247,2.5676910552547,2.64559543110867,2.49449016414353
2015,129,8.1,501000,20000000,98690254,"1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",78690254,"1",-0.0367724514240036,-0.893137444944792,-0.346334399285521,-0.134593650750205,-0.291282609758015,-0.301250671660964
2004,121,8.1,372000,17500000,33882243,"1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",16382243,"0",-0.304208461780394,-0.893137444944792,-0.577616042110734,-0.222330167178935,-0.656963301408255,-0.69403734904222
1986,120,8.1,439000,6000000,138545632,"1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",132545632,"1",-0.337637963074943,-0.893137444944792,-0.457493018317794,-0.625918142751096,-0.0663977233352281,0.0382510175155941
1984,107,8.1,922000,6400000,78371200,"0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",71971200,"1",-0.772221479904079,-0.893137444944792,0.408468481562657,-0.611880300122499,-0.405933338977256,-0.343607261984562
